Year,Entity,Gas production(m³),Gas consumption(m³),Coal production(Ton),Coal consumption(Ton),Oil production(m³),Oil consumption(m³),Gas production per capita(m³),Gas consumption per capita(m³),Coal production per capita(Ton),Coal consumption per capita(Ton),Oil production per capita(m³),Oil consumption per capita(m³),Population
2019,Russia,6.779E+11,4.795E+11,437000000,224500000,629900000,214800000,4647,3287,2.996,1.539,4.318,1.473,145900000
2020,Russia,6.372E+11,4.607E+11,401400000,222800000,572900000,196000000,4367,3157,2.751,1.527,3.926,1.343,145900000
2021,Russia,,,,,,,,,,,,,145900000
1980,Rwanda,0,0,0,0,0,63880,0,0,0,0,0,0.0124,5153000
1981,Rwanda,0,0,0,0,0,145200,0,0,0,0,0,0.02724,5329000
1982,Rwanda,0,0,0,0,0,139400,0,0,0,0,0,0.02532,5505000
1983,Rwanda,0,0,0,0,0,156800,0,0,0,0,0,0.02755,5691000
1984,Rwanda,0,0,0,0,0,255500,0,0,0,0,0,0.04329,5903000
1985,Rwanda,0,0,0,0,0,261300,0,0,0,0,0,0.04251,6147000
1986,Rwanda,0,0,0,0,0,264500,0,0,0,0,0,0.04105,6444000
1987,Rwanda,0,0,0,0,0,260800,0,0,0,0,0,0.03847,6780000
1988,Rwanda,0,0,0,0,0,261300,0,0,0,0,0,0.03687,7088000
1989,Rwanda,0,0,0,0,0,266600,0,0,0,0,0,0.03664,7277000
1990,Rwanda,0,0,0,0,0,284500,0,0,0,0,0,0.03904,7289000
1991,Rwanda,0,0,0,0,0,290400,0,0,0,0,0,0.04099,7084000
1992,Rwanda,0,0,0,0,0,290400,0,0,0,0,0,0.04332,6702000
1993,Rwanda,0,0,0,0,0,267100,0,0,0,0,0,0.04265,6264000
1994,Rwanda,0,0,0,0,0,272900,0,0,0,0,0,0.04598,5936000
1995,Rwanda,0,0,0,0,0,278700,0,0,0,0,0,0.04776,5836000
1996,Rwanda,0,0,0,0,0,278700,0,0,0,0,0,0.04635,6013000
1997,Rwanda,0,0,0,0,0,278700,0,0,0,0,0,0.04342,6420000
1998,Rwanda,0,0,0,0,0,278700,0,0,0,0,0,0.04003,6963000
1999,Rwanda,0,0,0,0,0,278700,0,0,0,0,0,0.03716,7501000
2000,Rwanda,0,0,0,0,0,243300,0,0,0,0,0,0.03067,7934000
2001,Rwanda,0,0,0,0,0,243000,0,0,0,0,0,0.02952,8231000
2002,Rwanda,0,0,0,0,0,248300,0,0,0,0,0,0.02946,8427000
2003,Rwanda,0,0,0,0,0,242000,0,0,0,0,0,0.02828,8557000
2004,Rwanda,0,0,0,0,0,241100,0,0,0,0,0,0.02777,8681000
2005,Rwanda,0,0,0,0,0,242000,0,0,0,0,0,0.02737,8840000
2006,Rwanda,0,0,0,0,0,244400,0,0,0,0,0,0.02702,9043000
2007,Rwanda,0,0,0,0,0,246700,0,0,0,0,0,0.0266,9274000
2008,Rwanda,0,0,0,0,0,252200,0,0,0,0,0,0.02648,9525000
2009,Rwanda,0,0,0,0,0,261400,0,0,0,0,0,0.02672,9783000
2010,Rwanda,0,0,0,0,0,290400,0,0,0,0,0,0.02892,10040000
2011,Rwanda,0,0,0,0,0,319800,0,0,0,0,0,0.03107,10290000
2012,Rwanda,0,0,0,0,0,352800,0,0,0,0,0,0.03344,10550000
2013,Rwanda,0,0,0,0,0,374100,0,0,0,0,0,0.0346,10810000
2014,Rwanda,0,0,0,0,0,381000,0,0,0,0,0,0.03438,11080000
2015,Rwanda,0,0,0,0,0,407400,0,0,0,0,0,0.03583,11370000
2016,Rwanda,0,0,0,0,0,412800,0,0,0,0,0,0.03537,11670000
2017,Rwanda,0,0,0,0,0,415400,0,0,0,0,0,0.03467,11980000
2018,Rwanda,0,0,0,0,0,447800,0,0,0,0,0,0.0364,12300000
2019,Rwanda,0,0,0,0,0,482000,0,0,0,0,0,0.03817,12630000
2020,Rwanda,0,0,0,0,0,,0,0,0,0,0,,12950000
2021,Rwanda,,,,,,,,,,,,,13280000
1980,Saint Helena,0,0,0,0,0,1262,,,,,,,
1981,Saint Helena,0,0,0,0,0,1161,,,,,,,
1982,Saint Helena,0,0,0,0,0,1161,,,,,,,
1983,Saint Helena,0,0,0,0,0,1161,,,,,,,
1984,Saint Helena,0,0,0,0,0,1161,,,,,,,
1985,Saint Helena,0,0,0,0,0,1187,,,,,,,
1986,Saint Helena,0,0,0,0,0,1186,,,,,,,
1987,Saint Helena,0,0,0,0,0,2448,,,,,,,
1988,Saint Helena,0,0,0,0,0,2441,,,,,,,
1989,Saint Helena,0,0,0,0,0,2448,,,,,,,
1990,Saint Helena,0,0,0,0,0,2448,,,,,,,
1991,Saint Helena,0,0,0,0,0,1186,,,,,,,
1992,Saint Helena,0,0,0,0,0,1183,,,,,,,
1993,Saint Helena,0,0,0,0,0,1186,,,,,,,
1994,Saint Helena,0,0,0,0,0,1186,,,,,,,
1995,Saint Helena,0,0,0,0,0,1186,,,,,,,
1996,Saint Helena,0,0,0,0,0,1183,,,,,,,
1997,Saint Helena,0,0,0,0,0,1186,,,,,,,
1998,Saint Helena,0,0,0,0,0,1186,,,,,,,
1999,Saint Helena,0,0,0,0,0,1187,,,,,,,
2000,Saint Helena,0,0,0,0,0,4947,,,,,,,
2001,Saint Helena,0,0,0,0,0,4928,,,,,,,
2002,Saint Helena,0,0,0,0,0,5144,,,,,,,
2003,Saint Helena,0,0,0,0,0,5071,,,,,,,
2004,Saint Helena,0,0,0,0,0,3286,,,,,,,
2005,Saint Helena,0,0,0,0,0,4155,,,,,,,
2006,Saint Helena,0,0,0,0,0,3804,,,,,,,
2007,Saint Helena,0,0,0,0,0,4809,,,,,,,
2008,Saint Helena,0,0,0,0,0,3896,,,,,,,
2009,Saint Helena,0,0,0,0,0,3666,,,,,,,
2010,Saint Helena,0,0,0,0,0,4171,,,,,,,
2011,Saint Helena,0,0,0,0,0,4065,,,,,,,
2012,Saint Helena,0,0,0,0,0,4490,,,,,,,
2013,Saint Helena,0,0,0,0,0,4315,,,,,,,
2014,Saint Helena,0,0,0,0,0,4097,,,,,,,
2015,Saint Helena,0,0,0,0,0,3781,,,,,,,
2016,Saint Helena,0,0,0,0,0,3798,,,,,,,
2017,Saint Helena,0,0,0,0,0,4036,,,,,,,
2018,Saint Helena,0,0,0,0,0,3798,,,,,,,
2019,Saint Helena,0,0,0,0,0,5104,,,,,,,
2020,Saint Helena,0,0,0,0,0,,,,,,,,
2021,Saint Helena,,,,,,,,,,,,,
1980,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5377,43200
1981,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5407,42960
1982,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5436,42730
1983,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5468,42480
1984,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5505,42200
1985,Saint Kitts and Nevis,0,0,0,0,0,23230,0,0,0,0,0,0.5547,41870
1986,Saint Kitts and Nevis,0,0,0,0,0,19880,0,0,0,0,0,0.4793,41480
1987,Saint Kitts and Nevis,0,0,0,0,0,19880,0,0,0,0,0,0.4844,41040
1988,Saint Kitts and Nevis,0,0,0,0,0,21100,0,0,0,0,0,0.5193,40630
1989,Saint Kitts and Nevis,0,0,0,0,0,21110,0,0,0,0,0,0.5231,40350
1990,Saint Kitts and Nevis,0,0,0,0,0,21110,0,0,0,0,0,0.5243,40260
1991,Saint Kitts and Nevis,0,0,0,0,0,28150,0,0,0,0,0,0.697,40380
1992,Saint Kitts and Nevis,0,0,0,0,0,28130,0,0,0,0,0,0.6914,40690
1993,Saint Kitts and Nevis,0,0,0,0,0,34840,0,0,0,0,0,0.8469,41140
1994,Saint Kitts and Nevis,0,0,0,0,0,40650,0,0,0,0,0,0.9767,41620
1995,Saint Kitts and Nevis,0,0,0,0,0,34840,0,0,0,0,0,0.8281,42080
1996,Saint Kitts and Nevis,0,0,0,0,0,40650,0,0,0,0,0,0.9571,42470
1997,Saint Kitts and Nevis,0,0,0,0,0,40650,0,0,0,0,0,0.9485,42860
1998,Saint Kitts and Nevis,0,0,0,0,0,40650,0,0,0,0,0,0.9404,43220
1999,Saint Kitts and Nevis,0,0,0,0,0,40650,0,0,0,0,0,0.9318,43620
2000,Saint Kitts and Nevis,0,0,0,0,0,74940,0,0,0,0,0,1.7,44080
2001,Saint Kitts and Nevis,0,0,0,0,0,78350,0,0,0,0,0,1.757,44600
2002,Saint Kitts and Nevis,0,0,0,0,0,84590,0,0,0,0,0,1.873,45170
2003,Saint Kitts and Nevis,0,0,0,0,0,84770,0,0,0,0,0,1.853,45750
2004,Saint Kitts and Nevis,0,0,0,0,0,93730,0,0,0,0,0,2.023,46320
2005,Saint Kitts and Nevis,0,0,0,0,0,85600,0,0,0,0,0,1.827,46850
2006,Saint Kitts and Nevis,0,0,0,0,0,88500,0,0,0,0,0,1.87,47330
2007,Saint Kitts and Nevis,0,0,0,0,0,93370,0,0,0,0,0,1.955,47770
2008,Saint Kitts and Nevis,0,0,0,0,0,93040,0,0,0,0,0,1.931,48180
2009,Saint Kitts and Nevis,0,0,0,0,0,95230,0,0,0,0,0,1.959,48600
2010,Saint Kitts and Nevis,0,0,0,0,0,95890,0,0,0,0,0,1.957,49010
2011,Saint Kitts and Nevis,0,0,0,0,0,99000,0,0,0,0,0,2.002,49440
2012,Saint Kitts and Nevis,0,0,0,0,0,97590,0,0,0,0,0,1.957,49880
2013,Saint Kitts and Nevis,0,0,0,0,0,97360,0,0,0,0,0,1.934,50330
2014,Saint Kitts and Nevis,0,0,0,0,0,98630,0,0,0,0,0,1.942,50780
2015,Saint Kitts and Nevis,0,0,0,0,0,101200,0,0,0,0,0,1.977,51200
2016,Saint Kitts and Nevis,0,0,0,0,0,104000,0,0,0,0,0,2.014,51630
2017,Saint Kitts and Nevis,0,0,0,0,0,104600,0,0,0,0,0,2.011,52040
2018,Saint Kitts and Nevis,0,0,0,0,0,105700,0,0,0,0,0,2.015,52440
2019,Saint Kitts and Nevis,0,0,0,0,0,105700,0,0,0,0,0,2,52830
2020,Saint Kitts and Nevis,0,0,0,0,0,,0,0,0,0,0,,53190
2021,Saint Kitts and Nevis,,,,,,,,,,,,,53550
1980,Saint Lucia,0,0,0,0,0,46460,0,0,0,0,0,0.3943,117800
1981,Saint Lucia,0,0,0,0,0,34840,0,0,0,0,0,0.2917,119400
1982,Saint Lucia,0,0,0,0,0,46460,0,0,0,0,0,0.384,121000
1983,Saint Lucia,0,0,0,0,0,40650,0,0,0,0,0,0.3316,122600
1984,Saint Lucia,0,0,0,0,0,40650,0,0,0,0,0,0.327,124300
1985,Saint Lucia,0,0,0,0,0,52260,0,0,0,0,0,0.414,126200
1986,Saint Lucia,0,0,0,0,0,52440,0,0,0,0,0,0.4082,128400
1987,Saint Lucia,0,0,0,0,0,56890,0,0,0,0,0,0.4347,130900
1988,Saint Lucia,0,0,0,0,0,72080,0,0,0,0,0,0.5405,133400
1989,Saint Lucia,0,0,0,0,0,72100,0,0,0,0,0,0.531,135800
1990,Saint Lucia,0,0,0,0,0,72100,0,0,0,0,0,0.5224,138000
1991,Saint Lucia,0,0,0,0,0,72100,0,0,0,0,0,0.515,140000
1992,Saint Lucia,0,0,0,0,0,72080,0,0,0,0,0,0.5085,141800
1993,Saint Lucia,0,0,0,0,0,72100,0,0,0,0,0,0.5028,143400
1994,Saint Lucia,0,0,0,0,0,85560,0,0,0,0,0,0.5897,145100
1995,Saint Lucia,0,0,0,0,0,85560,0,0,0,0,0,0.5825,146900
1996,Saint Lucia,0,0,0,0,0,85530,0,0,0,0,0,0.5747,148800
1997,Saint Lucia,0,0,0,0,0,85560,0,0,0,0,0,0.5669,150900
1998,Saint Lucia,0,0,0,0,0,85560,0,0,0,0,0,0.5591,153000
1999,Saint Lucia,0,0,0,0,0,85560,0,0,0,0,0,0.552,155000
2000,Saint Lucia,0,0,0,0,0,145500,0,0,0,0,0,0.9283,156700
2001,Saint Lucia,0,0,0,0,0,160000,0,0,0,0,0,1.011,158200
2002,Saint Lucia,0,0,0,0,0,142400,0,0,0,0,0,0.8934,159400
2003,Saint Lucia,0,0,0,0,0,159600,0,0,0,0,0,0.994,160500
2004,Saint Lucia,0,0,0,0,0,157100,0,0,0,0,0,0.971,161800
2005,Saint Lucia,0,0,0,0,0,162000,0,0,0,0,0,0.9913,163400
2006,Saint Lucia,0,0,0,0,0,163100,0,0,0,0,0,0.9861,165400
2007,Saint Lucia,0,0,0,0,0,168400,0,0,0,0,0,1.005,167600
2008,Saint Lucia,0,0,0,0,0,172500,0,0,0,0,0,1.015,170000
2009,Saint Lucia,0,0,0,0,0,169200,0,0,0,0,0,0.9826,172200
2010,Saint Lucia,0,0,0,0,0,176600,0,0,0,0,0,1.014,174100
2011,Saint Lucia,0,0,0,0,0,179100,0,0,0,0,0,1.02,175500
2012,Saint Lucia,0,0,0,0,0,177800,0,0,0,0,0,1.007,176700
2013,Saint Lucia,0,0,0,0,0,177900,0,0,0,0,0,1.002,177500
2014,Saint Lucia,0,0,0,0,0,179800,0,0,0,0,0,1.008,178300
2015,Saint Lucia,0,0,0,0,0,180700,0,0,0,0,0,1.009,179100
2016,Saint Lucia,0,0,0,0,0,182600,0,0,0,0,0,1.015,180000
2017,Saint Lucia,0,0,0,0,0,197100,0,0,0,0,0,1.089,181000
2018,Saint Lucia,0,0,0,0,0,181500,0,0,0,0,0,0.9976,181900
2019,Saint Lucia,0,0,0,0,0,263700,0,0,0,0,0,1.443,182800
2020,Saint Lucia,0,0,0,0,0,,0,0,0,0,0,,183600
2021,Saint Lucia,,,,,,,,,,,,,184400
1980,Saint Pierre and Miquelon,0,0,0,0,0,58070,0,0,0,0,0,10.8,5375
1981,Saint Pierre and Miquelon,0,0,0,0,0,58070,,,,,,,
1982,Saint Pierre and Miquelon,0,0,0,0,0,52260,,,,,,,
1983,Saint Pierre and Miquelon,0,0,0,0,0,58070,,,,,,,
1984,Saint Pierre and Miquelon,0,0,0,0,0,58070,,,,,,,
1985,Saint Pierre and Miquelon,0,0,0,0,0,52260,,,,,,,
1986,Saint Pierre and Miquelon,0,0,0,0,0,64340,,,,,,,
1987,Saint Pierre and Miquelon,0,0,0,0,0,81760,,,,,,,
1988,Saint Pierre and Miquelon,0,0,0,0,0,81900,,,,,,,
1989,Saint Pierre and Miquelon,0,0,0,0,0,99320,,,,,,,
1990,Saint Pierre and Miquelon,0,0,0,0,0,93410,0,0,0,0,0,16.74,5581
1991,Saint Pierre and Miquelon,0,0,0,0,0,87700,,,,,,,
1992,Saint Pierre and Miquelon,0,0,0,0,0,81300,,,,,,,
1993,Saint Pierre and Miquelon,0,0,0,0,0,46460,,,,,,,
1994,Saint Pierre and Miquelon,0,0,0,0,0,47420,,,,,,,
1995,Saint Pierre and Miquelon,0,0,0,0,0,30000,,,,,,,
1996,Saint Pierre and Miquelon,0,0,0,0,0,30000,,,,,,,
1997,Saint Pierre and Miquelon,0,0,0,0,0,17420,,,,,,,
1998,Saint Pierre and Miquelon,0,0,0,0,0,23230,,,,,,,
1999,Saint Pierre and Miquelon,0,0,0,0,0,23230,,,,,,,
2000,Saint Pierre and Miquelon,0,0,0,0,0,26550,0,0,0,0,0,4.967,5345
2001,Saint Pierre and Miquelon,0,0,0,0,0,26620,0,0,0,0,0,4.998,5326
2002,Saint Pierre and Miquelon,0,0,0,0,0,29000,0,0,0,0,0,5.464,5307
2003,Saint Pierre and Miquelon,0,0,0,0,0,32730,0,0,0,0,0,6.189,5288
2004,Saint Pierre and Miquelon,0,0,0,0,0,31450,0,0,0,0,0,5.969,5269
2005,Saint Pierre and Miquelon,0,0,0,0,0,32730,0,0,0,0,0,6.234,5250
2006,Saint Pierre and Miquelon,0,0,0,0,0,32730,0,0,0,0,0,6.256,5231
2007,Saint Pierre and Miquelon,0,0,0,0,0,33910,0,0,0,0,0,6.507,5212
2008,Saint Pierre and Miquelon,0,0,0,0,0,33820,0,0,0,0,0,6.513,5193
2009,Saint Pierre and Miquelon,0,0,0,0,0,33910,0,0,0,0,0,6.554,5174
2010,Saint Pierre and Miquelon,0,0,0,0,0,35100,0,0,0,0,0,6.809,5155
2011,Saint Pierre and Miquelon,0,0,0,0,0,35340,0,0,0,0,0,6.856,5154
2012,Saint Pierre and Miquelon,0,0,0,0,0,34770,0,0,0,0,0,6.746,5154
2013,Saint Pierre and Miquelon,0,0,0,0,0,35690,0,0,0,0,0,6.927,5153
2014,Saint Pierre and Miquelon,0,0,0,0,0,37740,0,0,0,0,0,7.325,5153
2015,Saint Pierre and Miquelon,0,0,0,0,0,37740,0,0,0,0,0,7.326,5152
2016,Saint Pierre and Miquelon,0,0,0,0,0,38330,0,0,0,0,0,7.439,5152
2017,Saint Pierre and Miquelon,0,0,0,0,0,37740,0,0,0,0,0,7.326,5152
2018,Saint Pierre and Miquelon,0,0,0,0,0,40890,,,,,,,
2019,Saint Pierre and Miquelon,0,0,0,0,0,35350,,,,,,,
2020,Saint Pierre and Miquelon,0,0,0,0,0,,,,,,,,
2021,Saint Pierre and Miquelon,,,,,,,,,,,,,
1980,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1732,100600
1981,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1717,101400
1982,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1704,102300
1983,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1691,103000
1984,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1679,103800
1985,Saint Vincent and the Grenadines,0,0,0,0,0,17420,0,0,0,0,0,0.1667,104500
1986,Saint Vincent and the Grenadines,0,0,0,0,0,14690,0,0,0,0,0,0.1396,105200
1987,Saint Vincent and the Grenadines,0,0,0,0,0,14690,0,0,0,0,0,0.1387,105900
1988,Saint Vincent and the Grenadines,0,0,0,0,0,17320,0,0,0,0,0,0.1626,106500
1989,Saint Vincent and the Grenadines,0,0,0,0,0,28150,0,0,0,0,0,0.2629,107100
1990,Saint Vincent and the Grenadines,0,0,0,0,0,29560,0,0,0,0,0,0.275,107500
1991,Saint Vincent and the Grenadines,0,0,0,0,0,28150,0,0,0,0,0,0.2612,107800
1992,Saint Vincent and the Grenadines,0,0,0,0,0,33940,0,0,0,0,0,0.3144,107900
1993,Saint Vincent and the Grenadines,0,0,0,0,0,28150,0,0,0,0,0,0.2605,108000
1994,Saint Vincent and the Grenadines,0,0,0,0,0,51210,0,0,0,0,0,0.4739,108100
1995,Saint Vincent and the Grenadines,0,0,0,0,0,57020,0,0,0,0,0,0.5277,108000
1996,Saint Vincent and the Grenadines,0,0,0,0,0,51180,0,0,0,0,0,0.474,108000
1997,Saint Vincent and the Grenadines,0,0,0,0,0,60260,0,0,0,0,0,0.5585,107900
1998,Saint Vincent and the Grenadines,0,0,0,0,0,65830,0,0,0,0,0,0.6106,107800
1999,Saint Vincent and the Grenadines,0,0,0,0,0,65830,0,0,0,0,0,0.6109,107800
2000,Saint Vincent and the Grenadines,0,0,0,0,0,62550,0,0,0,0,0,0.5803,107800
2001,Saint Vincent and the Grenadines,0,0,0,0,0,74550,0,0,0,0,0,0.691,107900
2002,Saint Vincent and the Grenadines,0,0,0,0,0,81100,0,0,0,0,0,0.7502,108100
2003,Saint Vincent and the Grenadines,0,0,0,0,0,84230,0,0,0,0,0,0.7776,108300
2004,Saint Vincent and the Grenadines,0,0,0,0,0,91850,0,0,0,0,0,0.8464,108500
2005,Saint Vincent and the Grenadines,0,0,0,0,0,92720,0,0,0,0,0,0.8536,108600
2006,Saint Vincent and the Grenadines,0,0,0,0,0,92840,0,0,0,0,0,0.8548,108600
2007,Saint Vincent and the Grenadines,0,0,0,0,0,94910,0,0,0,0,0,0.8746,108500
2008,Saint Vincent and the Grenadines,0,0,0,0,0,93880,0,0,0,0,0,0.866,108400
2009,Saint Vincent and the Grenadines,0,0,0,0,0,130300,0,0,0,0,0,1.204,108300
2010,Saint Vincent and the Grenadines,0,0,0,0,0,93880,0,0,0,0,0,0.8672,108300
2011,Saint Vincent and the Grenadines,0,0,0,0,0,86970,0,0,0,0,0,0.803,108300
2012,Saint Vincent and the Grenadines,0,0,0,0,0,106400,0,0,0,0,0,0.9815,108400
2013,Saint Vincent and the Grenadines,0,0,0,0,0,87620,0,0,0,0,0,0.8066,108600
2014,Saint Vincent and the Grenadines,0,0,0,0,0,93130,0,0,0,0,0,0.8554,108900
2015,Saint Vincent and the Grenadines,0,0,0,0,0,94140,0,0,0,0,0,0.8626,109100
2016,Saint Vincent and the Grenadines,0,0,0,0,0,94020,0,0,0,0,0,0.8588,109500
2017,Saint Vincent and the Grenadines,0,0,0,0,0,109600,0,0,0,0,0,0.9977,109800
2018,Saint Vincent and the Grenadines,0,0,0,0,0,98600,0,0,0,0,0,0.8946,110200
2019,Saint Vincent and the Grenadines,0,0,0,0,0,85570,0,0,0,0,0,0.7738,110600
2020,Saint Vincent and the Grenadines,0,0,0,0,0,,0,0,0,0,0,,110900
2021,Saint Vincent and the Grenadines,,,,,,,,,,,,,111300
1980,Samoa,0,0,0,0,0,40650,0,0,0,0,0,0.2614,155500
1981,Samoa,0,0,0,0,0,40650,0,0,0,0,0,0.2599,156400
1982,Samoa,0,0,0,0,0,46460,0,0,0,0,0,0.2952,157400
1983,Samoa,0,0,0,0,0,46460,0,0,0,0,0,0.2934,158300
1984,Samoa,0,0,0,0,0,58070,0,0,0,0,0,0.3647,159200
1985,Samoa,0,0,0,0,0,46460,0,0,0,0,0,0.2904,160000
1986,Samoa,0,0,0,0,0,40650,0,0,0,0,0,0.2532,160600
1987,Samoa,0,0,0,0,0,40650,0,0,0,0,0,0.2525,161000
1988,Samoa,0,0,0,0,0,40650,0,0,0,0,0,0.2519,161400
1989,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3227,161900
1990,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.321,162800
1991,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3187,164000
1992,Samoa,0,0,0,0,0,46460,0,0,0,0,0,0.2807,165500
1993,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3127,167100
1994,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3098,168700
1995,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3073,170000
1996,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3053,171200
1997,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3037,172100
1998,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.3024,172800
1999,Samoa,0,0,0,0,0,52260,0,0,0,0,0,0.301,173600
2000,Samoa,0,0,0,0,0,79960,0,0,0,0,0,0.4583,174500
2001,Samoa,0,0,0,0,0,82400,0,0,0,0,0,0.4698,175400
2002,Samoa,0,0,0,0,0,83910,0,0,0,0,0,0.4756,176400
2003,Samoa,0,0,0,0,0,87230,0,0,0,0,0,0.4915,177500
2004,Samoa,0,0,0,0,0,88460,0,0,0,0,0,0.4953,178600
2005,Samoa,0,0,0,0,0,89910,0,0,0,0,0,0.5003,179700
2006,Samoa,0,0,0,0,0,93210,0,0,0,0,0,0.5153,180900
2007,Samoa,0,0,0,0,0,100100,0,0,0,0,0,0.5496,182000
2008,Samoa,0,0,0,0,0,102600,0,0,0,0,0,0.5598,183300
2009,Samoa,0,0,0,0,0,108000,0,0,0,0,0,0.5853,184600
2010,Samoa,0,0,0,0,0,108100,0,0,0,0,0,0.5813,185900
2011,Samoa,0,0,0,0,0,109400,0,0,0,0,0,0.5834,187500
2012,Samoa,0,0,0,0,0,110100,0,0,0,0,0,0.5825,189100
2013,Samoa,0,0,0,0,0,108100,0,0,0,0,0,0.5669,190700
2014,Samoa,0,0,0,0,0,109800,0,0,0,0,0,0.5713,192200
2015,Samoa,0,0,0,0,0,129000,0,0,0,0,0,0.6666,193500
2016,Samoa,0,0,0,0,0,136300,0,0,0,0,0,0.7008,194500
2017,Samoa,0,0,0,0,0,135800,0,0,0,0,0,0.6954,195400
2018,Samoa,0,0,0,0,0,132800,0,0,0,0,0,0.6771,196100
2019,Samoa,0,0,0,0,0,144600,0,0,0,0,0,0.7335,197100
2020,Samoa,0,0,0,0,0,,0,0,0,0,0,,198400
2021,Samoa,,,,,,,,,,,,,200100
1980,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1212,95790
1981,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1188,97770
1982,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1167,99480
1983,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1149,101100
1984,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1129,102800
1985,Sao Tome and Principe,0,0,0,0,0,11610,0,0,0,0,0,0.1107,104900
1986,Sao Tome and Principe,0,0,0,0,0,12840,0,0,0,0,0,0.1196,107400
1987,Sao Tome and Principe,0,0,0,0,0,12840,0,0,0,0,0,0.1165,110300
1988,Sao Tome and Principe,0,0,0,0,0,12840,0,0,0,0,0,0.1133,113300
1989,Sao Tome and Principe,0,0,0,0,0,12840,0,0,0,0,0,0.1104,116300
1990,Sao Tome and Principe,0,0,0,0,0,24460,0,0,0,0,0,0.2052,119200
1991,Sao Tome and Principe,0,0,0,0,0,25870,0,0,0,0,0,0.2122,121900
1992,Sao Tome and Principe,0,0,0,0,0,25870,0,0,0,0,0,0.2076,124600
1993,Sao Tome and Principe,0,0,0,0,0,25870,0,0,0,0,0,0.2036,127100
1994,Sao Tome and Principe,0,0,0,0,0,31680,0,0,0,0,0,0.2448,129400
1995,Sao Tome and Principe,0,0,0,0,0,31680,0,0,0,0,0,0.2406,131700
1996,Sao Tome and Principe,0,0,0,0,0,31670,0,0,0,0,0,0.2367,133800
1997,Sao Tome and Principe,0,0,0,0,0,31680,0,0,0,0,0,0.2332,135800
1998,Sao Tome and Principe,0,0,0,0,0,31680,0,0,0,0,0,0.2298,137900
1999,Sao Tome and Principe,0,0,0,0,0,31680,0,0,0,0,0,0.2263,140000
2000,Sao Tome and Principe,0,0,0,0,0,25200,0,0,0,0,0,0.1771,142300
2001,Sao Tome and Principe,0,0,0,0,0,24950,0,0,0,0,0,0.1723,144800
2002,Sao Tome and Principe,0,0,0,0,0,27880,0,0,0,0,0,0.1891,147400
2003,Sao Tome and Principe,0,0,0,0,0,31030,0,0,0,0,0,0.2063,150400
2004,Sao Tome and Principe,0,0,0,0,0,35600,0,0,0,0,0,0.2316,153700
2005,Sao Tome and Principe,0,0,0,0,0,38330,0,0,0,0,0,0.2434,157500
2006,Sao Tome and Principe,0,0,0,0,0,39840,0,0,0,0,0,0.2464,161700
2007,Sao Tome and Principe,0,0,0,0,0,40950,0,0,0,0,0,0.2463,166300
2008,Sao Tome and Principe,0,0,0,0,0,44900,0,0,0,0,0,0.2624,171100
2009,Sao Tome and Principe,0,0,0,0,0,48210,0,0,0,0,0,0.2741,175900
2010,Sao Tome and Principe,0,0,0,0,0,52590,0,0,0,0,0,0.2916,180400
2011,Sao Tome and Principe,0,0,0,0,0,54210,0,0,0,0,0,0.2938,184500
2012,Sao Tome and Principe,0,0,0,0,0,57220,0,0,0,0,0,0.3037,188400
2013,Sao Tome and Principe,0,0,0,0,0,57380,0,0,0,0,0,0.2987,192100
2014,Sao Tome and Principe,0,0,0,0,0,57380,0,0,0,0,0,0.2932,195700
2015,Sao Tome and Principe,0,0,0,0,0,59660,0,0,0,0,0,0.2992,199400
2016,Sao Tome and Principe,0,0,0,0,0,62020,0,0,0,0,0,0.3052,203200
2017,Sao Tome and Principe,0,0,0,0,0,63030,0,0,0,0,0,0.3043,207100
